CHOU, T
MARKVARDSEN, AJ
BROUSSARD, PR
TALVACCHIO, J
FETTES, W
HILDEBRAND, G
FASOL, G
RUNGE, K
BANTAY, P
HANSEN, W
GARAVELLI, SL
TEPLOV, MA
KRJUKOV, EV
ZAITSEV, OP
SARDELLA, I
VILLANI, M
QADRI, SB
CESTONE, VC
HARMS, J
TOENNIES, JP
DALMEIDA, FMR
BOUCHAUD, RCMPJP
FRIEDBERG, R
NAKAMURA, N
BERGERE, MC
TROFIMOV, IE
ZYWIETZ, T
NORTHRUP, JE
MUSOLINO, V
SELLONI, A
HORIKOSHI, Y
SUGIE, O
KISHIMOTO, S
YASUMOTO, M
STAFFORD, C
GARCIA-BACH, MA
KLEIN, DJ
ERSHOV, M
STEENBERGEN, ASV
BEARDSALL, A
ZUREK, W
FRAUENKRON, H
GERSTNER, E
A, WN
HAYAKAWA, K
KIENAPPEL, AK
MATTSSON, AE
STAATS, M
RIBEIRO, RF
VENTURA, E
COLLET, P
DEPARTMENT, P
OF, U
STANDEN, GB
PASQUARIELLO, G
JR, FLS
LACHENMANN, SG
DODERER, T
PUSHIN, DA
AWAKA, K
SPRINGSGUTH, D
ALTARELLI, M
VITA, AD
ET, DP
DORNER, B
LIU, XW
YOUNG, JB
MAUZ, C
MACE, CWH
BHAGAVATULA, R
CHAPUT, NHF
ZINS, JPBD
HERNANDO, PJ
HERRERO, MA
VELAZQUEZ, JJL
WEIG, FWJ
PHYSICS, AVTIOM
INSTITUTE, RK
BETHGE, A
TSIKLAURI, D
KOUZNETSOV, KA
SUN, AG
KATZ, AS
GAJEWSKI, DA
HAN, SH
PODOBNIK, B
POBERAJ, I
ANTONOYIANNAKIS, MI
MURAT, M
LEE, JC
SIDOROV, MA
HAUBRICH, AGC
KRIEGELSTEIN, H
MANUS, S
OKUNO, Y
BARILOCHE, ERG
BORISENKO, OA
DESER, S
MATSUKIDAIRA, J
MARTINETZ, T
GAGEL, F
TURCOTTE, DL
ST, AC
EOTVOS, PS
BUNKOV, YM
S, ODT
KOROTAEV, VA
VISENTINI, G
FILEVIEZ, P
BELIN, S
MEYER, M
PREDOTA, M
RUUTU, VM
FABBIAN, L
CHEN, SH
EISENBLAETTER, B
MILDE, G
LI, CC
RAZEGHI, M
TSUNETSUGU, T
TUSCH, MA
KOVALEV, OS
ZARA, RA
VOINOVA, MV
KASEMO, B
NAKMAHACHALASINT, P
GASPARI, G
FYE, RM
BRITO, MHER
TRENTO, GRUD
DELLAQUILA, U
RAE, AIM
OOSTEN, ABV
LUCK, R
EBINGER, W
SEN, AK
PICCITTO, G
ITA, J
VILLAIN, J
VOLMAR, UE
WEBER, U
HOUBERTZ, R
STARTSEVA, T
MOOK, DNBHA
FATH, M
UTJUZH, AN
AMIN, ME
SENTENAC, D
FELDKEMPER, S
SHEA, HR
YURCHENKO, VB
FLUMINENSE, MMDA
EINARSRUD, MA
KIRKEDELEN, M
SAMSETH, J
REYES, MA
MAINZ, KBGU
III, HJHIFTP
KIMURA, K
TAJIMA, H
VIEIRA, A
TORRES, MB
GRADMANN, U
ZASLAVSKY, D
PODOLSKY, VS
SHENOY, R
PLYASUNOV, SG
KOEHLER, H
MARTISOVITS, V
BLOM, HA
FAURE, MC
CARIGNANO, MA
SZLEIFER, I
GALLOT, Y
HEIMEL, J
KLEINEFELD, T
KORTE, AP
SACHAN, V
LORENZONI, A
ALASIA, F
WOYNAROVICH, F
FORGACS, P
BROER, R
NIEUWPOORT, WC
JAYAPRAKASH, C
LITINSKY, LB
YAMASHIRO, M
PARDI, LA
CHOO, K
MOLTENO, TCA
MORRIS, SW
DELAGE, A
VALLEAU, JP
HENNING, T
FREEDMAN, B
LYTHE, GD
TOMASSINI, P
VEGRASSOLA, M
DANG, ABGD
ROLF, J
BRODSKY, SJ
GARDI, E
CAIANI, L
BAK, D
FLOCARD, H
VENERONI, M
VICENTE, CJP
DEUTSCH, A
GEIGANT, E
KNAPP, EW
PUENTE, EDL
FERWERDA, R
MCALEXANDER, WI
STRANDLIE, A
MAZEL, A
MIYAZAWA, M
MARGALEF-ROIG, J
MIRET-ARTES, S
MORICONI, M
WARD, AJ
GRUTER, P
CEPERLEY, D
MENG, HF
NADTOCHII, AB
OSTROVSKII, IV
WALTER, HG
STAPPER, M
LOPEZ-ARIAS, T
CABRERA, I
ORICA, HPR
FOR, IC
CHARI, AR
ISMAIL, K
CHU, JO
DENTENEER, P
ZIMANYI, G
ALPHENAAR, BW
AHMED, H
THIERY, F
HOHLFELD, J
MATTHIAS, E
PFEIFFER, RGCLN
KRAUZMAN, M
TADMOR, EB
JUELICH, H
BRODY, DC
RITZ, A
BESSENRODT, C
OSWALD, J
SPAN, G
KRECHETOV, AS
BUCCI, F
A, MG
SAPIENZA, UDRL
SUDING, PN
BONSAGER, M
CONRAD, U
CHAPARALA, M
PETTEY, D
CURRIER, N
HAAR, ET
BINDILATTI, V
JR, NFO
MCCABE, GH
SHAPIRA, Y
GOLACKI, Z
AVEROUS, M
JR, EJM
FUJII, A
SAWADA, H
SOLOVYEV, I
NES, OM
COSTE, C
PARMIGIANI, F
MATSUSHITA, Y
PIPPAN, M
HEIGL, G
STELLBERGER, T
KRISTOFFERSEN, A
HOMER, A
GANITZER, P
COAD, SM
KLIEM, H
WEYERS, A
BAUHOFER, W
FINCH, SR
ADAMCHIK, VS
K, D
LAL, M
GOYAL, N
KIM, SK
YEE, JH
ITIE, JP
MCMILLAN, PF
AND, AP
HAGER, J
KALDIS, E
ZURICH, ELOE
FRISCHKNECHT, A
BHOWAL, A
WIDON, A
KRIM, J
OTNES, E
URBSCHAT, H
GOLDSHEID, IY
WAN, CC
TARASCHI, G
HARONSKA, P
WILDER, J
ORON, G
KASTRUP, J
PLOOG, KH
GRAHN, HT
SCHEIDSTEGER, T
HANSEN, PM
LOPEZ, AC
YAMAGUCHI, M
ALTMANN, J
LIMA, ARD
ISPOLATOV, S
KO, LF
DE-PICCIOTTO, R
BUNIN, G
CHIN, SK
SCHMITT, O
J, CFC
DEZA, R
MOYA, E
MAKAROV, DE
KAKIGI, S
ZIK, O
SOLIDES, PD
POZNIAK, M
SHIN, SH
JANG, JW
JUETTNER, G
BRAZHNIKOV, V
USHVERIDZE, A
RASTEGAR, AR
HAWAII, P
KIM, SS
LEO, SD
REHKOPF, M
VITANOV, NV
KVENTSEL, G
KITAEV, AY
ROSENBAUM, M
CAPELLA, A
BRENNER, E
HENNEBERGER, S
HARTMANN, O
WAEPPLING, R
KRATZER, A
KALVIUS, GM
YUSHANKHAI, VY
LAMCHE, R
ROSSETTI, D
ERB, SSA
NEUBERT, B
SIEMS, R
FISCHER, SF
SCHERER, POJ
BOECHAT, BM
MUKHERJEE, PK
MUKHOPADHYAY, K
BAYINDIR, M
GORBON, A
TROUW, F
KANE, C
FISHER, M
SACCONI, R
IVANOV, AS
PETITGRAND, D
CHASE, KC
ZAMICK, L
HAUSMANN, J
TENNANT, A
NAGLER, S
GARRETT, A
CHAIKIN, P
CHASHECHKINA, E
PITMAN, EB
TOLEDANO, JC
TOLEDANO, P
ZHURAVLEV, VN
STEWART, DR
HETZEL, R
LACHNITT, J
WONG, V
FLORIANO, MA
CANALI, L
WILDOER, JWG
KERKHOF, O
MIKULLA, R
AL-HAYEK, I
STENHOLM, S
KALATSKY, VK
BURIN, AL
BULATOV, A
BUDAPEST, JKELU
BUDAPEST, TUO
JR, MFW
WONG, A
LIPSON, JEG
TAYLOR, MP
SATO, R
PAL, A
AGUIRRE, MA
CALVO, A
IPPOLITO, I
NIKI, K
LIN, Z
FIEGLE, K
LI, KP
BURTON, JK
ZILKER, SJ
HAARER, D
FRADIN, C
DAILLANT, J
BRASLAU, A
LUZET, D
GOURIER, C
GRUEBEL, G
VIGNAUD, G
LEGRAND, JF
PETIT, JLJM
XING, SNESJXDY
PEST, PR
BOLDA, EL
ZAITSEV, AV
LAM, J
BROWN, D
LAFONTAINE, H
SPEHNER, D
ELDER, K
HOPPE, P
ZAHLMANN-NOWITZKI, JW
GAWLIK, KU
JOGI, P
BLANK, M
KUEBERT, C
EXATAS, FITA
AZ-SANCHEZ, AD
OOSTERKAMP, TH
DANOESASTRO, MWS
HONDA, T
OSAFUNE, T
ARIALDI, G
STOJKOVIC, B
SONG, SH
XIE, DCTYH
MONROE, D
CARTWRIGHT, JHE
PRIMACK, H
HALPERN, K
SCOCCOLA, NN
BES, DR
EHOLZER, W
FEHER, L
SAHAY, A
STECK, H
MARCHEWKA, A
SCHUSS, Z
PINAYA, DVDMRP
SHIN, FG
EMILIANI, V
FROVA, A
CAPASSO, F
GANTMAKHER, V
REINALDO-FALAGAN, M
DIELEMAN, P
BUKKEMS, HG
SCHICKE, M
GUNDLACH, KH
KRASAVIN, AV
V, IS
DER, MHOFP
ANGELIS, GFD
HUBBARD, MA
AL, SSBE
IACOMELLI, G
KAUFMANN, M
MENNE, R
LAI, E
PARK, M
BARTICEVIC, Z
WASILEWSKI, Z
MCNAMARA, D
BRAY, A
LEBOWITZ, J
KILIAN, R
TANAMOTO, T
SINAWI, S
TANIGUCHI, S
AKIS, R
FOWLER, M
HASTREITER, F
VAUGHN, MT
HOLDOM, B
CARMELO, JC
DENDER, IAZDC
IKEDA, K
YAMAGUCHI, S
RUBI, RPSJM
MCCONNELL, AW
DABKOWSKA, HA
KNYSH, S
HANEIN, Y
ANDERSON, FG
LIMPIJUMNONG, S
ZARESTKY, JL
CITRIN, PH
RAPAPA, PN
BOSKE, T
KNAUFF, O
RUCK, K
OSAFUNE, JFT
GRIVIN, SM
OHLENBUSCH, HM
DUBERTRET, B
URAKAWA, J
GAJEWSKI, SSDA
JARVIS, MR
WHITE, ID
ROSE, PD
VAVILOV, M
OBRADO, E
GONZALEZ-COMAS, A
LOMBARDI, G
SAPIENZA, MGTDRL
FEHER, P
BENTOSELA, F
RUBIN, NA
LAY, TS
WERNER, CR
TRAMMELL, GT
HANNON, JP
LABORATORY, PHN
ALAMOS, L
GOLUBCHIK, SA
LEONYUK, LL
KOTELYANSKII, M
BADER, J
NOECKEL, JU
LALOYAUX, T
BERMAN, LE
WAN, KY
YAKHOT, V
BROWN, BA
ZELEVINSKY, V
HILGENFELDT, S
ZOMACK, M
MELLER, B
GODINA, JJ
OKTAY, MB
SCHERRER, RJ
BONANNO, A
OLSHANSKI, G
CALARCO, T
MENSKY, MB
BOYA, LJ
SEGUI-SANTONJA, AJ
VILA, FJ
SCHUSTER, R
SCRUCCA, CA
ZHONG, JX
KLAR, PJ
ASHENFORD, DE
LUNN, B
WONG, DT
KRAEMER, A
DIAZ-HERRERA, E
HAMEDANI, N
SEYED-ALLAEI, H
YAN, WX
TYLER, AW
PASSNER, A
LABORDE, O
PETERSON, MA
NUNEZ, JJR
GOSSMANN, UJ
SITCH, PK
JUNGNICKEL, G
POREZAG, D
KAGAN, VD
KRESHCHUK, AM
POLYANSKAYA, TA
SAVELEV, IG
SUSLOV, AV
DALDOSS, G
HAVANA, LU
EK, JV
GALLEGO, R
SCHOTTKY, B
QUAADE, U
GREY, F
PHILLIPSON, SJ
OHLSSON, BJ
MILLER, MS
ZHANG, YB
JARIWALA, EMQ
TOKE, C
PIRATI, A
CHOPRA, N
RINZLER, A
DUXBURY, CFMPM
CIUCHI, MCS
CASTILLA, G
STEEL, MJ
DURY, CM
MOSS, JL
NAKAGAWA, M
GORYACHEV, SB
BENNEMANN, C
CANFIELD, SSPC
BABALIEVSKI, F
WANG, TC
SCHUBERT, S
HOFFMANN, KH
KOCEVAR, P
SANCHEZ, C
HWANG, HY
MOOK, AHA
CHOU, LK
BELL, NS
ADAIR, JH
TSUKANO, M
BIRD, DM
HUMPHREYS, SE
ASCH, J
KNAUF, A
DARUKA, I
BAHLOULI, H
ULREICH, S
MILANI, E
NAUMOV, II
KHLOPKIN, MN
KOEPPEN, M
PANKERT, D
BRAVI, C
MECHKOV, S
ADAMIAN, GG
ANTONENKO, NV
SCHEID, W
SHESHADRI, K
AYYUB, RLP
KOCHMANSKI, MS
OZOLINS, V
VOIGT, CA
INYUSHKIN, AV
TALDENKOV, AN
SHABANOV, SY
DEMYANETS, LN
UVAROVA, TG
MIDDYA, TR
MAGNUSDOTTIR, I
ULM, M
UNIVERSITY, PTM
UNIVERSITY, GP
SCHREIER, M
KURAMOTO, T
MAHOUX, G
BENFATTO, M
GERMAIN, P
HAHN, H
TSUKAMOTO, Y
SAIKO, SV
OLIKH, OY
WALTHER, HG
LEYLEKIAN, L
GUREVICH, LA
TEVSANOVIC, Z
SZALKA, G
SAVRASOV, S
FISHER, D
KUZMANY, A
HARTOG, SGD
MOLEN, SJVD
SINGH, NERRP
APLICADA, LRDDF
DE, U
FUR, RMRMI
NGUYEN, VL
LIU, W
FOWLER, A
PALME, W
MUSSEL, U
GOLDBERGER, A
KLEIN, DL
LIM, AKL
ALIVISATOS, AP
STEPHAN, O
RUSSO, FM
EFANOV, AV
KAROLYI, A
STAHL, P
SUN, T
OKKELS, F
DAHLQVIST, P
HORTIKAR, S
MEDVEDEV, PB
RYTCHKOV, OA
LIGUORI, A
JONES, HF
COOPER, L
SEGEV, R
DEYIRMENJIAN, VB
BRUYN, JRD
EISENMENGER, F
ALTMEYER, S
ESTRIN, DA
LARIA, DH
WEHT, RO
MIZOGUCHI, H
MISHIMA, T
SIDLES, JA
KITANINE, NA
GRASSI, V
V, A
LINK, S
U, EK
TANBINI, U
ROTYIS, J
AGGARWAL, G
TIWARI, U
LATISHEV, YI
HARNOS, A
QUILA, MS
MOSER, A
ZELLERMANN, B
SAKURAI, T
YOSHIDA, I
TANUMA, S
TOBISE, S
KOUMOTO, K
ELS, G
VONBERG, H
TANUMA, GSUS
IVLEV, AN
MAVRIN, BN
DOHMI, D
HUANG, XX
WENG, QM
KOHLER, H
KUMADA, S
HIZHNYAKOV, V
NEVEDROV, D
LARIN, SA
MOENNIGMANN, M
HINKS, D
ONO, K
VARGOZ, E
ALAMI-YADRI, K
DIMASHKO, Y
RENZI, VD
GIERER, M
SCOTT, TF
SCALAPINO, D
SHURGAIA, AV
POLLEHN, TJ
HANSON, ME
AMMIRATA, SM
GORHAM, LA
HUNNICUTT, JC
TRAWICK, ML
KEENER, CD
NIEMEYER, B
DIETRICH, K
ARIAS, R
TSO, HCW
GERMANY, TC
THEORETICAL, PP
KURTH, T
YUEN, KP
LAW, MF
JORIO, A
PIMENTA, MA
GOLDIN, TR
KORNETA, W
KAYAMA, Y
ENTER, AV
CHAE, D
OLIN, H
COSTA-KRAMER, JL
TAN, WP
WAHLE, J
MAGDEBURG, RHUO
DRESDEN, GBAOSUO
RIEGER, MM
ROGOJANU, O
DIAMANDIS, GA
GEORGALAS, BC
LIVDAN, D
NAEINI, JG
OKUYA, M
ANDREWS, MR
MIESNER, HJ
STENGER, J
PALIY, M
BRAUN, O
BUZZACCHI, M
GIUDICE, ED
PREPARATA, G
XUE, SS
WEI, CM
XIE, J
COLEMAN, AJ
UMENO, K
FRANZKI, W
CARROLL, S
LEE, CWH
HATTAB, HE
BAACKE, J
HEITMANN, K
PATZOLD, C
DODANG, G
PORTER, AR
KOZHEKIN, AE
KOFMAN, AG
THOMAS, H
BYCHKOV, AM
KRUTITSKY, K
SCHERER, C
PRAMOD, PA
PRATIBHA, R
HINNER, B
TEMPEL, M
BABERSKI, O
MALDONADO, O
FREIMUTH, BB
KUH, J
TSENG, YT
WAGNER, K
TESSEMA, GX
SKOVE, MJ
TANG, WH
GIACHETTI, R
MIGONI, R
WEI, CY
LOTHE, J
BRATSBERG, H
REVCOLEVSCHI, B
PINSARD, SSL
YACSAR, F
CCELIK, T
ELZE, HT
CARDENAS, M
IMAM, HT
ROSENKRANZ, DE
OLOAN, OJ
ALASTALO, AT
JOYNT, RJ
LAMBA, S
SAWAYA, S
MOTTET, C
SAUL, A
TREGLIA, G
MULLER, PF
PHILIPP, R
NEMETSCHEK, R
YANG, D
MCGUIRE, P
PROKOFIEV, AV
BULLESFELD, F
WICHERT, D
DUTTA, SK
SAWKEY, DL
DEPTUCK, D
GREENWOOD, D
HARRISON, JP
ROCEK, M
BAEZ, S
CZIROK, A
GENOVESE, W
SAGNA, N
EL-KAROUI, N
INAOKA, H
BRATKOVSKY, A
WINZER, K
HEINECKE, M
KRUG, K
KUVA, S
GROSSER, R
PECHEN, EV
GLOD, P
VARGAS, E
RONDONI, L
SOLOMON, AI
ZHENG, Z
PENSON, KA
TILSTRA, LG
ROMERO-ROCHIN, V
TAREYEVA, E
RYZHOV, V
NAGELSTRASSER, M
DROGE, H
FISCHER, HPSF
LITZ, T
FLESZAR, GLA
HOEFFE, M
WADA, S
ILHAN, HT
DEMIR, HV
BAGWELL, PF
PILLING, G
MILOVANOVIC, MV
CORNEY, JF
TATEYAMA, Y
MAKSYM, PA
NISHIDA, T
TANDA, S
KAGAWA, K
MAENO, T
YAMAYA, K
OHI, A
KUEHNER, TD
EGHBAL, F
FOSTER, D
KULIKOV, NI
STREHLOW, P
NISHIZAKI, S
PIETIG, R
WEGNER, FJ
LIGTERINK, NE
BONELLI, G
MATONE, M
KALININ, G
NIROV, K
TENTSCHERT, J
CASPI, S
WOLFLING, S
BROWER, R
SATULOVSKY, JE
BAO, SQ
MELCUK, AI
MOUNTAIN, RD
IVANENKO, YV
GUTOWITZ, HA
BEERE, WH
BUCHELI, H
WAGNER, OS
WAGNER, G
EVETTS, J
LAMOUREUX, G
CAILLE, A
GINGRAS, M
HUSE, D
GOMEZ-ALCALA, R
CHATURVEDI, S
ISHIKAWA, M
FERREIRA, LG
URAYAMA, A
PUTRINO, A
WALCERZ, S
TSATSKIS, I
KOIZUMI, H
HOEPPLER, C
KAMEGAWA, H
GONZALEZ-ALVAREZ, MA
MARCK, SCVD
KUDINOV, EK
LATREMOLIERE, FT
CATES, M
BALASKA, S
RUEHL, W
SIGMUND, E
COMPTE, A
BEDNARZ, M
CHEN, AS
GODFRIN, H
RENOBLE, FS
GOLDNER, LS
MCDANIEL, EB
TONUCCI, RJ
BOGOMOLNY, EB
PAUL, B
KING-SMITH, RD
GIRON, B
WOLF, SA
BARTKOWIAK, M
SPITZER, W
HANSEN, P
PONOMAREV, V
VESCOLI, V
DIRSCHERL, G
MUTOU, T
COUSY, M
MICHELETTI, MI
DJORDJEVIC, S
MOFFAT, S
PRESTON, J
CASTEL, X
GUILLOUX-VIRY, M
PERRIN, A
GANTER, C
KEIJSERS, RJP
ZHENG, LSB
POKHILA, AS
DMITRENKO, IM
KOLINKO, AE
PANCHEKHA, AP
NIELEBA, P
YOKOYA, Y
IRKHIN, YP
SMOLINSKI, H
PEUCHERT, U
FARRELL, DE
MULLER, TFA
NICOLAIDES, D
BERGER, SD
CABRILLO, C
GARCIA-FERNANDEZ, P
BERMEJO, FJ
PRUNERI, V
SAMOGGIA, F
KAZANSKY, PG
LAHERRERE, J
MULLER-GROELING, A
COSENTINI, AC
GUIDONI, L
BURGESS, C
CLINE, J
LUTKEN, A
JACOBSON, TA
ZHANG, MMYC
GEBAROWSKI, R
SANTA-CLARA, P
ADZHEMYAN, LT
RENKEN, RL
YATES, A
STERN, J
KIMURA, M
GOLNER, GR
BURCHARD, A
KAPLAN, DB
SAVAGE, MJ
DOKSHITZER, YL
STEVENINCK, RDRV
SERRA, S
DOOLEN, GD
MAINIERI, R
REHACEK, J
LUCHNIKOV, VA
BONVIN, JC
SATTO, C
AND, AS
CAMPBELL, CE
CHOI, T
TAKAKURA, FI
SKOULAKIS, S
GAUTAM, S
SHUKLA, DK
LEE, HL
DICKEY, RP
DILLEY, NR
AIN, M
MCGOULDRICK, K
SUNG, W
PARK, PJ
YAJIMA, A
ICHIMURA, M
HASHIZUME, T
LEHNEN, M
UILENREEF, MJ
VAART, NCVD
LUGLI, P
SCHOERKHUBER, K
ZILLICH, R
PRIVITERA, G
MATTERS, M
STEKELENBURG, W
BUERGLER, DE
SCHALLER, DM
SCHMIDT, CM
MEISINGER, F
MCCORD, J
HUBERT, A
POLIZZI, E
UNIVERSITY, TTO
WALDTMANN, C
EVERTS, H
MORIYAMA, O
KUROIWA, N
HAYAKAWA, MMH
JARVIS, S
CHEUNG, RJP
KWONG, YR
PADUA, AD
PARISIO-FILHO, F
BUDANTSEV, MV
GUSEV, GM
MOSHEGOV, NT
ASCHAUER, H
SCHLIECKER, G
RUBO, YG
KOCH, W
BOMAN, M
LEE, HH
PICCIOTTO, RD
NEUBERT, A
MAMASAKHLISOV, ES
MOROZOV, VF
SHAHINIAN, MS
KHAN, MN
ALI, J
DYAKONOV, AM
NISHIKIDO, K
ASAYAMA, K
HAUSER, R
KAMISHIMA, K
KOTTMANN, JP
MALET, B
GORDON, D
CRUZ, W
SEBA, S
KOSTOV, KS
FREED, KF
JIE, Y
HAIJUN, Z
POTYLITSIN, AP
GAIDUK, AL
JOHNSON, WL
LUETHI, B
KUZNETSOV, DV
KLEIN, R
THANAWALLA, AS
LOPEZ, DR
THIRSTRUP, C
CKA, VVS
SAKURAI, M
PEREZ-MURANO, F
BRUIN, C
BRUNNET, LG
FILLIPOV, A
ZELTSER, A
ZHOU, JL
ZLOSHCHASTIEV, KG
GREINER, C
LEUPOLD, S
LAIX, AD
REICHENBACH, CV
SALCEDO, LL
SHPAGIN, AV
SVESHNIKOV, NA
DYNIN, A
BICUDO, P
MONDELLO, M
III, EBW
PECZAK, P
DRASDO, D
TAKAMURA, A
YASCHENKO, E
CHOUVAEV, D
KUZMIN, LS
KARBOWSKI, J
VAMVAKAS, JA
SALDIN, DK
OTT, M
WEDLER, H
DOELL, R
HEINZ, K
CIORCAS, F
RADAELLI, P
CHAILLOUT, C
VENEGAS, PA
NETTO, PRS
GAGLIARDINI, P
GENTILE, G
KRAVCHENKO, V
MININA, N
SAVIN, A
HANSEN, OP
KRAAK, W
BELLISSENT-FUNEL, MC
BOGDANOV, AL
KTITAREV, DV
PENTEGOV, VI
THEISSEN, O
RUEDIGER, U
PARKIN, SSP
CHANDRASEKHARAN, N
STADLER, C
MAISINGER, K
LUCHINI, MU
MILSHTEIN, E
I, AC
VESCOVO, E
CARBONEI, C
HELLWIG, CJC
GUDAT, W
JONES, AKRBA
FUJIOKA, A
KNOPS, HPA
LA, MGADR
ROGIERS, J
ONIDA, SALRRDSG
MONVEL, JHBD
WITTMER, J
CLARKE, S
INGLESFIELD, JE
BOER, PKD
DOROFEEV, EA
SHREEKALA, R
MARCULESCU, S
RUIZ, FR
BOWMAN, DD
POPOVICH, LV
DAVIES, JJ
HEIMBRODT, W
HAPP, M
SAO, JFFIDFD
TERRA, MO
TIAGO, ML
LIM, YF
UNGARELLI, C
BACHMANN, L
CORRADINI, M
GODBY, LRGORW
BOERO, M
BEDEL, E
INKSON, JC
ZINN-JUSTIN, J
VELLATI, D
BRUNI, F
SIEGERT, S
YUE, S
PHAM, V
KOZLOV, MM
LICHTENBERG, D
CHATELLIER, X
IKEGAMI, T
GARCIA, DSJM
DEKEYSER, R
GUO, JH
PERELYAEV, VA
REICHELT, W
FAKIR, R
CHUPRIKOV, NL
HARTWIGSEN, C
RODRIGUEZ-ITURBE, I
BOUWELEN, FMV
FULDE, PDP
BELOUSOV, AI
BLANCO, JM
ILINSKAIA, A
MADRID, AP
MATTHEWS, MR
ENSHER, JR
VILLARD, G
WATT, SD
DIETRICH, R
POUSHNOV, AV
SKOROBOGATIY, M
ZUCKERMANN, MJ
ROEPKE, G
SCHNELL, A
CARDINETTI, B
PIEPER, MW
KASHIWAYA, AS
ULKOV, VA
WUESTHOFF, J
PAASO, J
BENNETT-WOOD, D
GAUNT, DS
LEASK, JL
WHITTINGTON, SG
NESHER, O
MINTS, R
SNAPIRO, I
GOSSIAUX, PB
ZUCKERMANN, M
CHIEN, CJ
GONZALEZ, C
BERMAN, D
SHCHAMKHALOVA, BS
CASTELLANOS, A
VANDERHEYDEN, B
WIJEWARDHANA, LCR
GANGULY, AK
PAL, PB
VERHOEVEN, O
VLACHOS, ND
SEVERA, P
SIMON, B
SAMARAS, I
ZIOUTAS, K
JOOS, E
WIELE, C
MIRI, F
SKOROBOGATYY, M
KENT, PRC
TOWLER, MD
CA, MG
LA, UDR
HUSSEIN, M
KERMAN, A
MARANI, M
KADAR, G
HU, ZN
WALASEK, K
WALASEK, KL
CHRISTENSEN, JJ
POZA, M
KOSTIC, P
OKADA, Y
RUVINSKY, AM
THILAGAM, A
GRODZICKI, M
PFEIFFER, BBGL
NORDAHL, MG
HOUNKONNOU, MN
EVANGELISTA, LR
CANNING, D
GOUNELLE, M
WIECZERKOWSKI, C
DEMICHELIS, F
WOO, JC
KIM, WS
KO, HS
LEEM, YA
SCHMIEDEL, T
ROSCISZEWSKI, K
PASQUALI, S
CHOI, JS
RINZLER, AG
SHI, DN
SCHOOP, U
TANK, RW
KRIER, G
CLAUSS, W
BERGERON, DJ
TIKHONOV, DA
POLOZOV, RV
GORELOV, AV
HELFRICH, W
PAVOLOTSKY, AB
YOSHINARI, Y
BAUER, P
PIECUCH, M
NICKEL, JH
CARVALHO, RJFLD
GOZE, C
NAVEZ, P
DENG, Y
SCHOENBORN, O
KOMATSU, K
ALEGRIA, IACA
WENSELL, M
WANG, NP
AHMED, Z
NORDSTROM, KB
TIEKE, B
STODDART, JCMST
WAGENSBERG, RPSJ
BUSCH, K
KAFESAKI, M
BOUIS, F
ROSSEEL, E
BAERT, M
PUIG, T
NICODEMUS, R
PILLOUD, DL
DUTTON, PL
ZEPPENFELD, P
KRZYZOWSKI, MA
COMSA, G
BUSCH, BD
BURNS, MM
GOLOVCHENKO, JA
STADLER, J
KRUL, F
KRONMUELLER, S
WEIS, J
EOM, DJ
HEYDE, K
JACHOWICZ, N
KAYE, GJ
SIEWERT, U
PALMER, RG
CARTER, SA
ZONG, F
BORKAR, VS
BRAUN, PA
VERGINI, E
VELIKANOV, MV
FONSECA, PD
BIMONTE, G
RODRIGUEZ, R
BUENO, JCP
CAREY, A
HANNABUSS, K
MATHAI, V
BAKER, MW
LIU, LC
INFM, FRDU
TORINO, PD
REZNIK, YAB
OKUSHIMA, T
KOSHINO, K
YAMANISHI, M
FUCHS, CA
MOR, T
RAINS, E
SHOR, PW
SMOLIN, JA
FORD, LH
WELBERRY, TR
DAS, C
NIEUWENHUIZEN, T
GRILLO, S
MONTANI, H
DINNER, AR
TAKAYAMA, R
ARTZ, S
RICA, S
CHUNG, WJ
GIORGETTI, C
DARTYGE, E
WEYMER, A
NUGMANOVA, GN
HIDALGO, XM
MANABE, K
DURING, A
MOLNAR, P
GRIFFIN, IJ
FAURE, F
PARISSE, B
BERGER, JE
SMULLIN, SJ
KARLIN, WL
IGNATIEV, MO
GAEVSKI, ME
WU, MK
LEE, H
SISSON, DL
DOETTINGER, SG
OUBOTER, RDB
GUTMAN, L
KOK, MLD
WITTEVEEN, JT
NG, HK
SARRAO, J
SZCZECH, YH
KITANO, K
POEPPEL, G
TROCCOLI, M
HAMMARLING, KJ
ELGAROEY, O
ARIAS, T
KOSTERLITZ, JHIBTANJM
KELTSCH, J
BECK, A
BIGOT, JY
SMIT, W
KUITTU, MP
MUENTER, D
PRADO, CPCD
NIKOLIC, B
KRCMAR, M
SCHNITZER, HJ
WUNSCH, S
SCHLOESSER, E
MYRZAKULOV, R
REHWALD, M
HERON, RJ
GLEIM, T
MANUEL, AA
MARTI, F
VASUMATHI, D
ISHIBASHI, S
BUSLAPS, T
HONKIMAKI, V
SUORTTI, P
TANEJA, P
AYYUB, P
HAMMOND, RB
SHUKLA, SP
STEINBECK, L
ROJAS, HN
SETO, H
NATH, TK
RODAHL, M
LIPPERT, RA
COSTA, OS
ANTORANZ, C
STRUNZ, T
ARNOLD, G
SILVA, JKLD
GATT, R
SCHMAUDER, T
ZACCHIGNA, M
VOBORNIK, I
ZWICK, F
GIBBONS, F
