CHOU, T
ROLS, S
PETIT, P
KLEMENT, R
ALMAIRAC, R
ARIE, A
BAHABAD, A
HUILLET, T
WIERSMA, D
MAITI, HS
MURYN, CA
DEVI, PS
LEE, JK
PARK, JS
HONG, KS
DMOWSKI, W
VEAL, B
PONNUSWAMY, A
NULTON, J
MAHAFFY, JM
FREY, TG
MAGIS, JG
VLEUTEN, MVD
DERIAN, R
GRONSLETH, MS
JEZEWSKI, W
GVOZDIKOV, VM
JOSEPH, AT
WHITING, R
ANDREWS, R
MATA, GJ
PESTANA, E
ALTOMARE, F
HONG, Y
TU, CW
SAMANTA, HS
RURALI, R
DING, K
WITKOWSKA, E
WELCH, PM
STOICO, CO
RENZI, DG
WILLENBERG, GD
KOPP, A
CHENG, XM
SHAPIRO, AJ
SHULL, RD
KROGER, J
AUSTIN, RH
COX, EC
FREITAS, R
URBAN, NM
TAN, YW
GIBIN, A
DEVYATYKH, GG
POHL, HJ
MARSHALL, WG
PUSCHNIG, P
CONRAD, H
PRESS, W
STECKI, J
SUN, LQ
CEZAR, JC
BORKJE, K
GANGADHARAIAH, S
GOENNENWEIN, STB
RUSSO, S
SONG, HB
CHEN, XZ
QIU, LM
GAN, ZH
EICHMAN, T
WANG, CJ
RIANDE, E
GOURSOT, A
HARADA, A
SANADA, S
STOLOVITS, A
MATTAUSCH, H
OKUDERA, H
REN, XM
OBRIEN, JR
DAYEN, JF
WADE, TL
KADOMTSEVA, AM
POPOV, YF
PYATAKOV, AP
VOROBEV, GP
KATSURA, H
VANEVIC, M
LATUCH, J
JR, LGH
CURTIN, WA
CLIFTON, RJ
HUANG, WM
GORETTA, KC
PAULIKAS, P
BERTRAND, F
RODTS, S
COUSSOT, P
MAKIMOTO, T
HAUPT, F
YONEDA, S
VEDYAEV, A
IUDIN, DI
GROVER, T
PONS, P
KONTOS, A
MERTENS, DC
CLOUTIER, SG
SINNATHAMBY, KS
OUKRIS, H
CHIU, PT
JARKOVA, E
FUNASE, KI
KOENDERINK, AF
BUCHLER, BC
SANDOGHDAR, V
CHEN, CY
LIN, YY
SHILLCOCK, JC
GHAEMI, P
MCDONALD, M
SULEMAN, O
WILLIAMS, S
PACKARD, RE
MORI, S
INOUE, Y
ASAKAWA, N
PONOMARENKO, SA
MIURA, O
REICHLING, M
WEYMANN, I
BEALE, TAW
DOUGAN, L
FINNEY, JL
REAT, V
SOPER, AK
ZUBOV, VI
ZUBOV, IV
RABELO, JNT
PASINI, S
IDDIR, H
DISCO, MM
JOHANNSEN, N
ENGELSBERG, S
ELSON, JM
KROTOV, SV
SOROKIN, AL
NIVEN, RK
WIND, P
CHANG, SL
STETSKO, YP
TANG, MT
LEE, YR
SUN, WH
HOESCH, M
MARINICA, MC
PERCA, C
GAFUROV, MR
AMINOV, LK
KURKIN, IN
IZOTOV, VV
GAFUROV, M
KURZIN, SP
SILVA, FE
FEREIRA, DBB
REBELLO, JMA
HARRAK, AE
CARROT, G
JESTIN, J
BOUE, F
GALAIN, RM
BAGROW, J
WALDEER, KT
GUERRERO-GARCIA, GI
GONZALEZ-TOVAR, E
GUEVARA-RODRIGUEZ, FDJ
HALEY, BP
WU, ZJ
ZHU, KD
YUAN, XZ
JIANG, YW
MOKA, S
TAYLOR, BJ
GIESTE, G
CHU, ZKH
COELHO, R
SAVELEV, S
MUGIKURA, M
ZHONG, LX
ZHENG, DF
RAN, WQ
SINGH, RKB
ANFOSSSI, A
ANFOSSI, A
BEHLER, J
LORENZ, S
GOTZE, IO
STANIC, I
LATESSA, L
LUGLI, P
MCCAMMON, JA
SILVA, LGDD
BURGDOERFER, J
KRAWCZYK, MJ
ENAYA, H
PLANELLES, J
CLIMENTE, JI
ASSIS, PEG
BOULOUCHOS, KB
TAPIA-MCCLUNG, H
TRIAMPO, W
TANG, IM
WONG-EKKABUT, J
TODA, Y
HOSHINO, K
ARAKAWA, Y
MADSEN, GKH
RAMSTEINER, M
SAPEGA, VF
RODIONOVA, MP
SHPILMAN, E
GUTHRIE, M
TULK, CA
BENMORE, CJ
KLUG, DD
DING, S
OSTENDORF, A
KIYKO, AS
VOULGARAKIS, NK
CASALINI, CRR
BRITO, PED
NAZARENO, HN
VICENTE, CL
CHIODELLI, G
VEENHUIZEN, MJV
BISWAS, C
BANIK, S
DHAKA, RS
SHUKLA, AK
BARMAN, SR
AKTSIPETROV, OA
KIM, EM
KAPRA, RV
MURZINA, TV
AUBIN, H
GOPALAKRISHNAN, J
MIAO, WJ
VASILIEV, MMA
PACKARD, N
SHAW, R
TEGZE, G
NEWAZ, AKM
FEDRO, AJ
KOHN, A
REYES, FV
ROBERTSON, R
MOUNET, N
BUROVSKI, E
BARRETT, JW
CHAVAS, J
MARSELLA, L
OLSON, J
PRIESTER, M
CHOPRA, S
DUSHANOV, E
POTEMKIN, VG
MIKAELIAN, AL
OSTROVSKAYA, N
KOROTCHENKOV, O
REIDY, J
MERCIER, A
PLANET, R
KIM, SM
URAYAMA, S
RODRIGUES, CG
MERLO, V
DU, CH
LO, CY
LEE, JJ
TRIAMPO, D
BAOWAN, D
LENBURY, Y
GAGO, S
VLAD, A
BONINSEGNI, JDTM
CUERVO, JE
ROY, PN
JEFFRIES, JR
HAENI, JH
CRAWFORD, MK
HARLOW, RL
TISSEN, V
MCCARRON, EM
MANLEY, S
WYSS, HM
CONRAD, JC
KAUFMAN, LJ
BANDYOPADHYAY, K
TOYOTA, D
KOTERA, K
YAMANAKA, T
MATSUMURA, N
GANAPATHY, S
NUMATA, K
YABUTA, K
LUKOYANOV, AV
BRADONJIC, K
SWAIN, JD
BAILEY, SW
CHAVEZ, M
KARLSSON, K
KIMMEL, A
LADYANOV, V
VIOLA, S
CRAGG, GE
BENATOV, L
WETTLAUFER, JS
DASH, JG
DREGER, J
XIAO, RJ
FANG, Y
HORMANN, T
BERG, JM
FABRETTI, A
NABER, WJM
KOPPENS, FHL
LOBOS, AM
CHI, Y
NIE, R
MUKHOPADHYAY, B
AFSHORDI, N
NARAYAN, R
BORISENKO, O
KUSHNIR, V
BAIER, R
STOCKAMP, T
MARTINA, L
STICHEL, P
LEVKOV, D
SIBIRYAKOV, S
SAWANT, A
COLLET, P
MEENAKSHISUNDARAM, N
MANIMARAN, P
PARIKH, JC
BARCLAY, PE
SRINIVASAN, K
PAINTER, O
OKKELS, F
CHABRIER, G
CONTI, C
GRIMA, R
FROLOV, DY
KAY, AW
NAMBU, A
GRESCH, T
BUSSAT, JM
NOSKOV, RE
SILVA, ABFD
BASAGOITI, MAV
KWIECINSKA, JI
MINICHINI, C
LINDEN, M
TUOHIMAA, T
JONSSON, AB
VIANA, MP
DEVORET, M
IMAMBEKOV, AO
LEE, RK
LAI, Y
ZIMBORAS, Z
ARAVIND, PK
MOHRING, B
BIENERT, M
HAUG, F
VILLAR, PI
RHEN, DS
ORTIGOZA, MA
DUNCAN, T
SEMURA, J
GOEHRING, L
SALIKHOV, IK
SILVA, LCD
JR, ONO
SUZUKI, MT
BOCK, N
HERRING, G
MA, WJ
HUANG, WW
KUNARDI, L
JIE, D
OSHEA, SJ
OJANEN, T
TORUMBA, D
VANHOOF, V
QUATE, CF
TSYPLYATEV, O
JORGEN, K
SINGER, A
SCHUSS, Z
EISENBERG, RS
VOGEL, S
LINZ, SJ
BILAS, N
TACON, ML
KAZANTSEVA, N
BUSETTI, F
DRUMMOND, PDPD
RODRIGUEZ-SICKERT, C
POLOTSKY, A
MAKAROVSKII, ON
COHEN, TD
HERVE, P
DESTARAC, M
GRILLO, I
SCHWEINS, R
PLOEG, SHWVD
LINZEN, S
HUBNER, U
UCHAIKIN, S
EVANS, PG
LAVEROCK, J
MAJOR, Z
ALAM, MA
ATHREYA, BP
MARKOS, KAMP
WU, R
PENG, G
HAEBERLE, U
AKYUZ, C
KLIMAS, P
RIGNANESE, GM
ABDO, B
SEGEV, E
SHTEMPLUCK, O
CHATTERJI, D
SHAROV, SR
P, R
SILVA, GB
GRAEFF, CFO
FORTINI, A
CAO, GP
GEVAUX, DG
VONDEL, JVD
ZAKS, M
HAMAD, IJ
LEFEBVRE, S
TORNES, I
WALLS, JD
BISHOP, NC
OBERMAYER, B
MUECK, M
KORN, M
MUGFORD, CGA
KYCIA, JB
PEROUKIDIS, SD
EISENMENGER, J
MAMAEV, YA
ROBERTS, JS
LUH, DA
MORDOVETS, NA
PETROSYAN, KG
ZOLFAGHARKHANI, G
LAURENT, P
MATTIVI, B
HENRIST, C
JAIN, VK
JALWANIA, CR
WEI, CM
KAILUWEIT, P
MEIER, C
ALDERSON, D
TANAKA, R
DOYLE, JC
WILLINGER, W
FINKLER, I
STREITEL, R
PONTONI, D
PETKOVIC, I
MEROLLE, M
SLATYER, TR
NISHI, T
GANG, Z
GEMMERT, SV
GIOMI, L
KAKEHASHI, Y
MUKHAMEDSHIN, I
GAMBETTI, E
VERBENI, R
NARAYAN, V
SCHEINERT, M
DIEHL, L
TSUJINO, S
BORAK, A
FALUB, CV
WANG, WX
SAAM, NJ
CATARINO, NR
MESSAGER, A
NOZAKI, H
TAKAMI, T
MIZUTANI, U
TSUKAO, M
TODA, N
OSHIMA, S
DEBENEDICTIS, J
GERMAN, V
NEUBER, DR
LAVEIGNE, JD
JACQUES, E
BOSLAND, P
BURNS, MJ
STERNFELD, I
SHELUKHIN, V
SIODMIAK, J
PERSSON, C
SCHROTER, M
MICHALSKI, PJ
VIOVY, JL
RIBIERE, P
HAMBRICK, DC
STOMP, R
MIYAHARA, Y
SCHAER, S
STUDENIKIN, S
SELL, B
RITCHEY, S
ARENHOLZ, E
YOUNG, A
CARDOZO, BL
OO, WMH
MCCLUSKEY, MD
BERA, S
BELLESIA, G
KHYM, GL
VIVARES, E
ILNYTSKYI, J
FLEISCHER, M
STRUCK, A
PALCHYKOV, V
GAUDRY, E
SAINCTAVIT, P
PFUND, A
KATO, YK
MOON, JK
PARK, JJ
KIM, HK
PAK, HK
DIAZ, E
SEDRAKIAN, DM
KARIM, A
FOROS, J
CHUKALINA, MV
TAKHTAMIROV, EG
DEBEER, LM
DEMENIKOV, M
GALBREATH, J
MAHANEY, TJ
NELSEN, B
DOUARCHE, F
MOIX, JM
HERNANDEZ, R
GU, H
XU, B
YUE, S
TUMMINELLO, M
MEYER, JC
PAILLET, M
BOGANA, M
CASARI, CS
ZIVELONGHI, A
BASERGA, A
VINATI, S
SALIS, E
DEGUELDRE, C
BART, G
VSIMUNOVIC, S
SARRAO, JS
FLUSS, MJ
SHU, L
ANDERSON, JE
SRINATH, S
POST, ML
TAN, E
MATHER, PG
PERRELLA, AC
READ, JC
COUPEZ, V
GONCALVES, LB
FISCINA, JE
SCHNEIDER, MF
DUCH, J
DAVID, T
GOLDSMITH, S
BOXMAN, RL
GATTOBIGIO, M
KRISPIN, M
STRONGIN, DR
NIEMINEN, TE
ASHWIN, P
WOLFF, M
IGNATOVICH, VK
EVNINE, J
PENTCHEVA, R
WENDLER, F
MORITZ, W
JEDRECY, N
PAN, ZH
KOLOMEITSEV, EE
NERI, M
CASCELLA, M
TAYLOR, OJ
GEVORGYAN, SG
IZARD, N
MENARD, C
RIEHL, D
DORIS, E
MIOSKOWSKI, C
ANGLARET, E
GRUNZEL, M
EISENRIEGLER, E
BRINGER, A
HERSHKOVITS, E
CHABOT-COUTURE, G
CONRAD, VI
BHATTACHARYA, M
GEUE, T
PIETSCH, U
KEARNEY, MJ
NAKAHARA, A
MATSUO, Y
KURLYANDSKAYA, GV
MOROZKIN, AV
SURESH, KG
PARK, BG
GIUGLIARELLI, G
JOHN, NS
KULKARNI, GU
KOPNOV, G
VARON, A
CLEMENT, D
GOMEZ, A
SPATKIS, P
BUDAI, J
MARCANO, N
ESPESO, JI
SAL, JCG
FERNANDEZ, JR
HERRERO-ALBILLOS, J
BARTOLOME, F
TELANG, S
VELAZQUEZ, E
SAWKEY, DL
KHMELNITSKII, DE
KULIK, LV
KIRPICHEV, VE
VANKOV, AB
PARAKHONSKY, AL
DUEMMER, O
BITTNER, E
SCHILLER, C
KIBIS, OV
ECONOMOU, SE
VIEIRA, VN
BRUNO, M
BERTAINA, S
NOWIK, I
TAKIMOTO, M
GERL, C
SCHMULT, S
MITZKUS, C
MURG, V
CICHOCKI, B
SADLEJ, K
WITZEL, WM
TUREK, BA
CLERK, A
WATANUKI, R
VILCHIK, AYDH
CARACO, T
DREMIN, AA
SIRENKO, AA
GUBAREV, SI
SHABELSKY, OP
HOINKIS, M
RETTER, JA
TEMKIN, DE
CROZE, OA
SCHOENES, J
ALVES, TFA
TRUECK, C
WICKE, P
HEMMER, PC
LOIS, G
CARLSON, JM
RAISSI, F
MUNK, T
COOKE, SE
FEIL, T
SHINKAI, S
SINGH, NK
JOSHI, DA
SCHRODER, C
KROUG, M
GEDALIN, M
BALIKHIN, M
COCA, D
CONSOLINI, G
TREUMANN, RA
HANSEN-GOOS, H
NODA, M
ABEL, E
BAUGH, J
MOURI, T
DROSSINOS, Y
REEKS, MW
SORG, C
SCHERZ, A
BERNIEN, M
BABERSCHKE, K
WENDE, H
SCHAEFER, J
SPRENGER, M
KUTSUZAWA, T
PIEC, S
JIANG, R
WU, QS
SUPP, D
QU, F
AHMED, M
GEHRING, G
CHARLES, CRJ
MCFARLAND, RN
KARPAN, V
BROWN, JS
CRUZ, CD
WEISSMAN, MW
WOTHERSPOON, T
SWENSON, LJ
WOOD, DK
BESTGEN, W
SAKURAZAWA, K
YU-SONG, T
LING-JIANG, K
MU-REN, L
SEO, K
TSITSISHVILI, EG
JONES, GE
CHASHKA, H
DIREKTOVICH, Y
RODRIGUEZ-PRIETO, A
ARUSHANOV, E
L, S
JO, YJ
TSIMRING, L
ANDRADE, LCGD
LOUKITCH, L
TAN, KHSB
MERA, H
GODBY, R
MOHAN, M
HIME, T
WU, CE
QIAN, J
ELSON, M
LIN, YM
WATABE, Y
NISHIHATA, Y
ROBB, D
ZHUO, W
ATTILI, A
BOGUSZEWICZ, L
SEITZ, S
DORIER, J
DAS, TK
NISHIGAKI, S
TAO, X
ASLANYAN, TA
ZHENG, HZ
SHI, SL
LI, GQ
CHE, CM
CHIBIROVA, FK
SCHULTE, M
DROPE, C
NG, J
LIN, Z
REICHELT, M
STROUCKEN, T
MORICONI, M
LUNG, MT
VUORINEN, V
ROCHE, PEPE
GAUTHIER, F
BALDASSARRE, L
MORRISON, AK
SEYDEL, T
HOZOI, L
CHAYES, J
YAJNIK, UA
VENTUROLI, M
EL-ANSARY, S
HARIDI, S
GANDRA, P
LANE, K
MARTIN, A
BRUSTEIN, R
YAROM, A
HASHIMOTO, M
DEGUCHI, S
GANGULI, S
HORAVA, P
NDIRANGO, A
CRAWFORD, N
ALEXANDER, KS
DHARMADHIKARI, JA
DHARMADHIKARI, AK
MATHUR, D
BARB, I
GERRITSMA, R
XING, YT
GOEDKOOP, JB
SPREEUW, RJC
MAZO, I
MESSER, PW
SCHIERWAGEN, A
ALPAR, A
GARTNER, U
ARENDT, T
BOSCOLO, R
REZAEI, BA
REINELT, N
BOEHM, G
COMPARAT, D
ZAHZAM, N
MUDRICH, M
PILLET, P
SKAGERSTAM, BSK
BLAGOV, EV
KLIMCHITSKAYA, GL
MOSTEPANENKO, VM
MALTSEVA, M
DAMANIK, D
TCHEREMCHANTSEV, S
KIM, SB
GOREE, J
TCHERNATINSKY, A
NAGABHIRAVA, B
DESAI, S
SUMANASEKERA, G
ALPHENAAR, B
GOTZINGER, S
KAKO, S
MUN, J
AMARI, S
ICHIKAWA, H
KANO, L
SILWA, I
MAUGIN, GA
LENOBLE, M
SNABRE, P
MIRACLE-SOLE, S
HECHT, M
BRYDON, PMR
FILIPPOV, V
FLATEN, JA
LINDENSMITH, CA
JR, WZ
BORDEN, CT
PLUMMER, W
MALIK, AMASK
HAO, C
PACHECO, RF
SERRATE, D
EJRNAES, M
FAURE, M
UDA, S
STOYANOV, SD
WOJAKOWSKI, A
HENKIE, Z
AUFFERMANN, G
KNIEP, R
CHANG, M
NOSENKO, V
COMANAC, A
ODWYER, MF
PANDEY, S
KIM, CG
KIM, CO
LI, XP
YOON, SS
ROMEIKE, C
RUBEN, M
GERBER, AB
OGREN, M
TIAN, M
KURTZ, JS
CHAN, MHW
WANG, JG
MAYER, TS
MALLOUK, TE
CAMPBELL, MJ
ZHOU, HX
KOGERLER, P
KOSMIDIS, K
HALLEY, JM
JOHNSON, K
HEIM, L
RAISCHEL, F
BOGACZ, L
SORENSEN, HH
STELLA, L
GOMEZ, JMG
RETAMOSA, J
FALEIRO, E
VRANICAR, M
ROBNIK, M
KURFESS, D
ZIMMERMANN, I
GOSSELIN, P
KHITRIN, AK
SONDERGAARD, C
CLOETTA, D
BARAHONA, P
KE, W
BEL, G
DYBALSKI, W
CHOY, TP
JURANYI, F
STINHCOMBE, RB
TELESCA, L
LAPENNA, V
MACCHIATO, M
MOGHADDAM, S
SCHERLIS, D
SANTALLA, SN
ZHANG, LY
WANG, CY
WEI, YG
MOLCHADSKY, I
SOMECHI, A
TRIPATHY, SK
WIITA, EB
OLTEANU, M
AUBIN, S
EXTAVOUR, M
MYRSKOG, S
LEBLANC, L
ESTEVE, J
SCRUTTON, P
MCKAY, D
MCKENZIE, R
LEROUX, I
STUMMER, A
KHANDKAR, MD
VIVO, P
FANO, U
RAGAN, R
BAGGETT, J
OLIVEIRA, MSN
JENSEN, AELB
ROTHMAN, AKDH
GRUNWALD, K
GLENZ, C
BATELL, B
CAI, JBYQ
PARRIS, PE
CALLAGHAN, F
BOSSE, A
VERGA, A
JIN, PQ
HAVELA, L
HOFFMANN, KH
SCHON, C
CAI, Q
MECKLER, S
BERTONI, CM
PIGNEDOLI, CA
CATELLANI, A
FACHAT, A
VARCHON, F
PEMMARAJU, CD
HE, DR
ZHANG, PP
SU, BB
ZHANG, ZZ
GVOZDIKOVA, MV
KEKUTIA, SE
CHKHAIDZE, ND
TSENDIN, KD
POPOV, BP
DENISOV, DV
CAROLLO, ACM
GELL-MANN, M
BAKAR, B
KOZLOVA, N
RENK, KF
MEIER, A
STAHL, BI
GLUKHOVSKOY, A
JAIN, M
ROGL, A
JANZEN, T
PAVELEV, DG
KOSHURINOV, YI
USTINOV, V
MCCURDY, MB
SHALLCROSS, S
KISSAVOS, AE
MEDED, V
LYSOV, A
ABRIKOSOV, I
RIZZO, F
SERGEEV, RA
AS, DRY
BIAGGIO, I
LUCOVSKY, G
THORPE, MF
ALLISON, D
RESHETIKHIN, N
NARASIMHAN, SV
SANKOWSKI, P
GERGANOV, B
BOULLANGER, A
TILLEMA, EJ
HELMES, RW
ALIREZA, P
ANTYPOV, D
BARBOSA, M
RONG, L
LOTTINI, S
PANERO, M
BERNHOEFT, NR
SMITH, RP
GAO, HJ
GUO, HM
SMITH, AS
YANG, WI
LEONG, K
SCHIMA, S
RUDMAN, D
MATHAI, V
SCHLAPPA, J
SCHIERLE, E
BENOMAR, M
JAGODA-CWIKLIK, B
CWIKLIK, L
FRANKOWICZ, M
ASTILEAN, S
SANCHEZ, I
CHENG, F
LIAO, W
HORIE, S
ARIMA, K
KATOH, J
KABURAKI, H
ARAKAWA, C
KURTH, S
PETROSYAN, A
RABBIOSI, I
ONCK, PR
KOEMAN, T
DILLEN, TV
GIESSEN, EVD
KOBAYASHI, R
FORSTER, H
RIJNBACH, MV
NEHARI, D
QTEISH, A
FREYSOLDT, C
SZALAI, I
MATTUTIS, HG
ANOTA, EC
RIVEROS, AF
SILVA, JFR
STEWART, JT
SAKANO, R
DANEDE, F
HAEUSSLER, W
AIGNER, F
KLIMIN, S
FAUSTI, D
BEZMATERNYKH, LN
AKGUC, GB
KUN, SY
NDOBE, AS
VARDENY, VZ
BREMS, S
BUNTINX, D
SHTRIKMAN, HZH
GIDOPOULOS, NI
KEIZER, RS
FLOKSTRA, MG
LIN, JF
ROTKINA, L
BENNETT, PA
MECKING, N
SCHILLING, T
LEVETT, SJ
VARTIAINEN, JJ
IDIART, MAP
YEKINI, A
LIU, QQ
QIN, XM
LI, FY
DENNINGER, G
SETYAWAN, W
BUCHANAN, KS
III, HP
POZHAR, LA
LIANG, ZX
ZHANG, ZD
OU, C
BRIGHT, JN
PICOZZI, A
RICA, S
GIORDA, P
TRAVERSA, F
RAFFA, FA
CRUZ, FD
MARR, C
HUETT, MT
ALFREDSSON, M
BRODHOLT, J
TOWLER, MJGMD
ANCONA, N
MOLLER, G
SONODA, H
BENZ, J
SCHEEREN, C
HIGBIE, JM
SADLER, LE
LESLIE, SR
MOORE, KL
SAVALLI, V
KINDELAN, M
KELLER, JB
SNIR, Y
ZOU, PY
TANG, L
GORAN, AV
BYKOV, AA
BAKAROV, AK
MACHTOUB, LH
ROSEN, A
III, LSPSFTP
BALZANO, Q
DIEHL, S
KOLMOGOROV, AN
COCKS, FH
YING, H
TEMKIN, D
LANG, BW
LUEDERS, U
BOBO, JF
CANTONI, M
BERTACCO, R
JABBEN, T
GREWE, N
ANDERS, F
MEDICI, LD
KIRMAN, C
LAWRENCE, J
TREMBLAY, A
AOYAMA, K
PRAZ, A
FELDMAN, J
KNOERRER, H
TRUBOWITZ, E
AND, ES
CERVELLINO, A
GUAGLIARDI, A
LADISA, M
SARLAH, A
FARIBAULT, A
BLUGEL, S
SEREDA, Y
BASHLAKOV, DL
WIMBUSH, SC
HOLZAPFEL, B
KLUGE, M
NICKEL, JC
MAJEWSKI, JA
RYZHOV, VA
LAZUTA, AV
SMIRNOV, OP
KISELEV, IA
BORISOV, SA
TROAYNCHUK, IO
KACZMARSKI, M
BEDOYA-MARTINEZ, ON
HERNANDEZ, ER
BAE, SY
VAIDYA, S
PEKKER, D
ESHUIS, P
BRANNIGAN, G
PHILIPS, PF
BROWN, FLH
VIRK, KS
KURITA, N
KULA, M
CHOCKALINGAM, SP
BULATOV, V
ENDICOTT, F
JENKINS, J
JOHNSON, D
RAGIONE, LL
MAKSE, H
KUWAHARA, K
IWASA, K
KOHGI, M
GHATAK, J
JOSEPH, B
KABIRAJ, D
VAINAS, B
AZEGGAGH, M
TITOV, SV
KALMYKOV, YP
COFFEY, WT
SAUVAN, C
LALANNE, P
HUGONIN, JP
COWIE, BCC
ZEGENHAGEN, J
SON, SW
MURATOV, AR
CHIQUITO, AJ
ALMEIDA, RLD
MAHMOOD, A
VIGER, F
MORAIS, CW
ENBERG, R
RIEK, F
SAKAKIBARA, K
SCHROER, B
CORREA, DH
VAZQUEZ, SE
PERIANEZ, A
GEORGII, HO
LORINCZI, J
LUKKARINEN, JM
KHORUNZHIY, O
BANDYOPADHYAY, JN
MUNOZ, AG
OJEDA, J
SIERRA, D
SOLDOVIERI, T
STILWELL, D
ROBERSON, DG
ALTMANN, EG
CASTANEDA, D
CHOMAZ, PD
GRIESSHAMMER, HW
KSHIRSAGAR, A
PATHAK, RK
ANDERSEN, AC
GARCIA-OJALVO, PBJ
PAN, JW
TAME, MS
MATSUBARA, K
KAM, NWS
CABRAL, JT
RICCI, PC
RAGA, F
BORRELL, RSI
PEIBST, R
SCHOTT, S
LANY, S
CUESTA, HM
ORLOFF, N
LUTCHYN, R
IIDA, T
TOTOTZINTLE-HUITLE, H
OTALORA, J
RODRIGUEZ, JA
ROVELLI, A
SATOH, C
SAITOU, A
HETENYI, B
GLAND, N
SCHWARTZ, L
SONG, C
MONTENEGRO-FILHO, RR
DOGRU, O
TSYMBAL, LT
KAKAZEI, GN
WIGEN, PE
CHUA, KG
MARSHALL, KM
SHAIKHAIDAROV, RS
ELKAIM, E
KURDYUKOV, DA
LIN, H
SUNEL, N
RIZAOGLU, E
OZSOY, O
SAWADA, K
HURFELD, E
INDLEKOFER, KM
POTIGUAR, F
MATYUSHOV, DV
CHECOT, F
GNANOU, Y
MONDAIN-MONVAL, O
KEMPE, D
UMANANDA, M
AKIMOTO, K
EMOTO, T
GORSHENINA, TA
MORA, A
RABBOW, T
PLATH, PJ
ARCON, D
CEVC, P
VEVERKA, M
BAUMGARTL, J
ARAUZ-LARA, JL
GOSSLING, A
GUENNOU, M
TSIFRINOVICH, VNGVI
CRUZ, CRD
PLATE, M
MOTTERSHEAD, JDF
CHIUZBAIAN, S
FALUB, M
SHI, M
PATTHEY, L
NAIMI, Y
VENKATESAN, A
AKBARI, A
ZAITSEV, S
BOYARCHENKOV, AS
BARANOV, NV
UDA, T
GUO, YQ
IGAWA, M
EDEGGER, B
NEMETH, R
VARALDA, J
OLIVEIRA, AJAD
KAKUNO, EM
MAZZARO, I
MOSCA, DH
EDDRIEF, M
MARANGOLO, M
DEMAILLE, D
ETGENS, VH
KITAMURA, T
WEICHLEIN, A
TAKAISHI, T
PETERSON, MA
WOODARD, R
NEWMAN, DE
SANCHEZ, R
CARRERAS, BA
FAN, DL
ZHU, FQ
CAMMARATA, RC
SIMONIN, J
LUNGU, A
IQBAL, Z
HO, DL
LIN, MY
LAI, H
TRIBEDI, A
GAYATHRI, VS
HUSE, D
JIE, Q
DHILLON, S
ALTON, J
BARBIERI, S
ROSSI, AD
CALLIGARO, M
OEHBERG, P
BUSHONG, N
SEO, HW
TU, LW
HSIAO, CL
CHERVYAKOV, A
SHAZ, M
DIDIER, P
GUIDONI, L
SOARES, BF
PATSAHAN, O
SCHOENLEBER, A
MUECKLICH, F
GORKUNOV, MV
VOUTILAINEN, J
FERONE, R
MANUEL, AA
ANANIKIAN, D
PALEY, CJ
NADTOCHIY, AB
HINCZEWSKI, M
VITUSHINSKY, P
SCRYMGEOUR, DA
GOPALAN, V
SIAVOSHI, S
SKROVSETH, SO
PIRIOU, A
FRENKEL, ICD
SOPIK, J
MUFF, S
ARGYRIOU, D
HUBER, SD
DUR, W
REDDY, S
GAIDARZHY, A
BABINSKI, A
PONOSOV, YS
MOGILENSKIKH, VE
LIZANA, L
CAMARGO, PCD
GUIMARAES, JL
SCHREINER, WH
SOUZA, PEN
KRAMER, J
JECL, R
VESELIC, M
ZHAO, JG
YOU, SJ
LI, XD
LI, YC
MULDER, CL
MOLINARI, A
KLEIN, MW
TRITSCHLER, T
LINDEN, S
LOWE, CP
SIEBEL, F
MAUSER, W
YILDIRIM, Y
DARAIO, C
HERBOLD, E
CZAJKA, K
SLEDZ, Z
REMPE, SB
TAKENOUCHI, T
ZHONG, G
MORRISON, PJ
JUANG, JR
HUANG, CP
JENKINS, AD
RINI, M
CHONG, HHW
FOURMAUX, S
GLOVER, TE
HEIMANN, PA
ITAGI, A
SWART, PJ
MATHEW, S
NIRMALA, BNDR
DUTTA, SK
BARKER, BI
WURSTBAUER, U
RADNOCZI, K
BARBI, F
PARADISI, P
ZINETULLIN, R
SIKOLENKO, V
GAO, M
PRZYBYLSKI, M
MEYRATH, TP
HANSSEN, JL
CHUU, CS
SIKORA, M
ZAJAC, D
KAPUSTA, C
BOROWIEC, M
OATES, CJ
PROCHAZKA, V
RYBICKI, D
TERESA, JMD
HEUSSINGER, C
GENESTE, G
BOUSQUET, E
WERPACHOWSKI, R
KIJOWSKI, J
GHOSH, P
BRIZHIK, LS
EREMKO, AA
ZAKRZEWSKI, BPW
CALZETTA, EA
GRUBER, MJ
OHNISHI, T
APETERI, A
GLAZKOV, V
ISNARD, O
IWASHITA, T
HAYASE, Y
YILDRIM, T
RAYEVSKAYA, SI
KAPPHAN, SE
NILSEN, JK
SOGABE, T
ZHANG, SL
WU, BH
BHAT, SPCSV
SHELYKH, I
LAUSSY, FP
MALPUECH, G
KIRBY, NM
RIESSEN, AV
BUCKLEY, CE
RUCKAMP, R
BENCKISER, E
S, G
KROMETIS, J
WELACK, S
METZGER, PT
DONAHUE, CM
ROBIN, IC
NOGAWA, T
TSANG, YK
GUZDAR, PN
JOP, P
DARMINTO, D
SMILDE, H
GATNER, K
LACHINOV, AN
ZAGURENKO, TG
SANEJOUAND, YH
GUPTA, J
STUDINIKIN, S
ELLIOTT, M
